"style","brewery_id","beer_name","beer_id","abv","ibu","ounces","brewery_name","brewery_city","brewery_state","num_of_states","popularity"
"American IPA",146,"Indie Pale Ale",656,0.065,NA,12,"Cisco Brewers","Nantucket"," MA",48,"high"
"American IPA",167,"oSKAr the G'Rauch",992,0.085,NA,16,"Oskar Blues Brewery","Longmont"," CO",48,"high"
"American IPA",481,"Tempter IPA",827,0.064,NA,12,"Telluride Brewing Company","Telluride"," CO",48,"high"
"American IPA",147,"Charlie's Rye IPA",2337,0.06,NA,16,"Angry Minnow","Hayward"," WI",48,"high"
"American IPA",5,"Villager",2658,0.063,42,12,"Fort Point Beer Company","San Francisco"," CA",48,"high"
"American IPA",189,"Lil' Helper",2208,0.07,70,12,"Mother's Brewing","Springfield"," MO",48,"high"
"American IPA",529,"Shiva IPA",428,0.06,69,12,"Asheville Brewing Company","Asheville"," NC",48,"high"
"American IPA",191,"Day Hike Session",2235,0.041,41,12,"Two Beers Brewing Company","Seattle"," WA",48,"high"
"American IPA",58,"Vertex IPA",2025,0.063,76,12,"Destihl Brewery","Bloomington"," IL",48,"high"
"American IPA",6,"HopArt",2653,0.077,NA,16,"COAST Brewing Company","Charleston"," SC",48,"high"
"American IPA",191,"Evo IPA",1659,0.062,70,12,"Two Beers Brewing Company","Seattle"," WA",48,"high"
"American IPA",484,"Topcutter India Pale Ale",966,0.068,70,12,"Bale Breaker Brewing Company","Yakima"," WA",48,"high"
"American IPA",191,"Evolutionary IPA (2012)",1173,0.062,70,12,"Two Beers Brewing Company","Seattle"," WA",48,"high"
"American IPA",108,"Firestarter India Pale Ale",2422,0.066,72,12,"Bonfire Brewing Company","Eagle"," CO",48,"high"
"American IPA",7,"Rumble",2647,0.071,NA,12,"Great Divide Brewing Company","Denver"," CO",48,"high"
"American IPA",132,"Beyond The Pale IPA",2150,0.063,64,12,"Stevens Point Brewery","Stevens Point"," WI",48,"high"
"American IPA",7,"Lasso",2645,0.05,NA,12,"Great Divide Brewing Company","Denver"," CO",48,"high"
"American IPA",60,"I.P. Eh!",2493,0.068,NA,12,"Latitude 42 Brewing Company","Portage"," MI",48,"high"
"American IPA",384,"Northern Lights India Pale Ale",368,0.065,52,12,"Starr Hill Brewery","Crozet"," VA",48,"high"
"American IPA",7,"Titan IPA",2642,0.071,NA,12,"Great Divide Brewing Company","Denver"," CO",48,"high"
"American IPA",25,"3:33 Black IPA",2158,0.072,86,16,"Burn 'Em Brewing","Michigan City"," IN",48,"high"
"American IPA",8,"Reactor",2448,0.07,NA,16,"Tapistry Brewing","Bridgman"," MI",48,"high"
"American IPA",81,"Hopworks IPA (2012)",653,0.066,75,16,"Hopworks Urban Brewery","Portland"," OR",48,"high"
"American IPA",377,"RoughTail IPA",1576,0.07,80,16,"RoughTail Brewing Company","Midwest City"," OK",48,"high"
"American IPA",9,"Ryecoe",2469,0.062,NA,16,"Big Lake Brewing","Holland"," MI",48,"high"
"American IPA",61,"Divided Sky",2286,0.065,NA,12,"4 Hands Brewing Company","Saint Louis"," MO",48,"high"
"American IPA",61,"Resurrected",2285,0.065,NA,12,"4 Hands Brewing Company","Saint Louis"," MO",48,"high"
"American IPA",83,"Slow Ride",2475,0.045,40,12,"New Belgium Brewing Company","Fort Collins"," CO",48,"high"
"American IPA",62,"Todd the Axe Man",2543,0.072,NA,16,"Surly Brewing Company","Brooklyn Center"," MN",48,"high"
"American IPA",11,"Linnaeus Mango IPA",2597,0.06,NA,16,"Brewery Vivant","Grand Rapids"," MI",48,"high"
"American IPA",171,"Little Sister India Style Session Ale",2292,0.043,60,12,"Everybody's Brewing","White Salmon"," WA",48,"high"
"American IPA",62,"Overrated! West Coast Style IPA",1112,0.073,69,16,"Surly Brewing Company","Brooklyn Center"," MN",48,"high"
"American IPA",62,"WET",329,0.075,90,16,"Surly Brewing Company","Brooklyn Center"," MN",48,"high"
"American IPA",26,"Fistful Of Hops Blue",1999,0.064,75,16,"Sun King Brewing Company","Indianapolis"," IN",48,"high"
"American IPA",133,"O’Malley’s IPA",2343,0.075,89,12,"Weston Brewing Company","Weston"," MO",48,"high"
"American IPA",296,"Green Monsta IPA",1845,0.06,55,12,"Wachusett Brewing Company","Westminster"," MA",48,"high"
"American IPA",296,"Wachusett IPA",1844,0.056,50,12,"Wachusett Brewing Company","Westminster"," MA",48,"high"
"American IPA",224,"Sockeye Red IPA",434,0.057,70,12,"Midnight Sun Brewing Company","Anchorage"," AK",48,"high"
"American IPA",134,"2014 IPA Cicada Series",2362,0.075,72,16,"Southern Prohibition Brewing Com...","Hattiesburg"," MS",48,"high"
"American IPA",134,"Sinister Minister Black IPA",2346,0.077,65,16,"Southern Prohibition Brewing Com...","Hattiesburg"," MS",48,"high"
"American IPA",62,"Furious",12,0.062,99,16,"Surly Brewing Company","Brooklyn Center"," MN",48,"high"
"American IPA",63,"Citra Ass Down",2540,0.082,68,16,"Against The Grain Brewery","Louisville"," KY",48,"high"
"American IPA",197,"Goose Island India Pale Ale",2198,0.059,55,12,"Goose Island Brewery Company","Chicago"," IL",48,"high"
"American IPA",113,"Blackmarket Rye IPA",1898,0.075,35,12,"Black Market Brewing Company","Temecula"," CA",48,"high"
"American IPA",296,"Green Monsta IPA",618,0.06,55,12,"Wachusett Brewing Company","Westminster"," MA",48,"high"
"American IPA",84,"Torpedo",2239,0.072,65,12,"Sierra Nevada Brewing Company","Chico"," CA",48,"high"
"American IPA",199,"Proxima IPA",1543,0.063,70,12,"Hop Valley Brewing Company","Springfield"," OR",48,"high"
"American IPA",326,"County Line IPA",1758,0.066,NA,12,"Neshaminy Creek Brewing Company","Croydon"," PA",48,"high"
"American IPA",228,"The Corruption",186,0.065,80,12,"DC Brau Brewing Company","Washington"," DC",48,"high"
"American IPA",199,"Alphadelic IPA",1353,0.065,90,12,"Hop Valley Brewing Company","Springfield"," OR",48,"high"
"American IPA",199,"Alphadelic IPA (2011)",499,0.065,90,12,"Hop Valley Brewing Company","Springfield"," OR",48,"high"
"American IPA",84,"Torpedo",426,0.072,65,16,"Sierra Nevada Brewing Company","Chico"," CA",48,"high"
"American IPA",200,"Worthy IPA",2194,0.069,69,12,"Worthy Brewing Company","Bend"," OR",48,"high"
"American IPA",264,"Incredible Pedal IPA",1944,0.07,NA,12,"Denver Beer Company","Denver"," CO",48,"high"
"American IPA",66,"Disco Superfly",2534,0.08,NA,24,"Mikerphone Brewing","Chicago"," IL",48,"high"
"American IPA",66,"Misty Mountain Hop",2533,0.075,NA,24,"Mikerphone Brewing","Chicago"," IL",48,"high"
"American IPA",384,"Northern Lights India Pale Ale",1205,0.065,52,16,"Starr Hill Brewery","Crozet"," VA",48,"high"
"American IPA",300,"Our Legacy IPA",1135,0.065,60,16,"Matt Brewing Company","Utica"," NY",48,"high"
"American IPA",209,"Sucha Much IPA",2163,0.071,NA,12,"Kalona Brewing Company","Kalona"," IA",48,"high"
"American IPA",66,"Love In An Ellavator",2529,0.075,NA,24,"Mikerphone Brewing","Chicago"," IL",48,"high"
"American IPA",160,"Hop Nosh IPA",1723,0.073,83,12,"Uinta Brewing Company","Salt Lake City"," UT",48,"high"
"American IPA",549,"Ponderosa IPA",335,NA,NA,12,"Prescott Brewing Company","Prescott"," AZ",48,"high"
"American IPA",385,"Westbrook IPA",575,0.068,65,12,"Westbrook Brewing Company","Mt. Pleasant"," SC",48,"high"
"American IPA",202,"Quaff India Style Session Ale",1022,0.051,NA,16,"Fearless Brewing Company","Estacada"," OR",48,"high"
"American IPA",300,"Saranac White IPA",686,0.06,NA,12,"Matt Brewing Company","Utica"," NY",48,"high"
"American IPA",265,"Modus Hoperandi",67,0.068,65,12,"Ska Brewing Company","Durango"," CO",48,"high"
"American IPA",552,"Ice Pick Ale",160,0.068,NA,12,"Silverton Brewery","Silverton"," CO",48,"high"
"American IPA",67,"Soul Doubt",2521,0.059,70,12,"Freetail Brewing Company","San Antonio"," TX",48,"high"
"American IPA",28,"Citrafest",2602,0.05,45,16,"450 North Brewing Company","Columbus"," IN",48,"high"
"American IPA",68,"Bimini Twist",2519,0.07,82,12,"3 Daughters Brewing","St Petersburg"," FL",48,"high"
"American IPA",204,"Tsunami IPA",2186,0.072,75,19.2,"Mehana Brewing Co.","Hilo"," HI",48,"high"
"American IPA",204,"Tsunami IPA",2185,0.072,75,12,"Mehana Brewing Co.","Hilo"," HI",48,"high"
"American IPA",332,"Firewater India Pale Ale",507,0.052,NA,12,"Catawba Brewing Company","Morganton"," NC",48,"high"
"American IPA",69,"Pump House IPA",2515,0.055,45,16,"Red Shedman Farm Brewery and Hop...","Mt. Airy"," MD",48,"high"
"American IPA",101,"West Sixth IPA",652,NA,NA,12,"West Sixth Brewing","Lexington"," KY",48,"high"
"American IPA",333,"Elevated IPA",664,0.072,100,16,"La Cumbre Brewing Company","Albuquerque"," NM",48,"high"
"American IPA",235,"Harpoon IPA",1379,0.059,42,12,"Harpoon Brewery","Boston"," MA",48,"high"
"American IPA",70,"Long Leaf",2511,0.071,75,16,"Appalachian Mountain Brewery","Boone"," NC",48,"high"
"American IPA",142,"Operation Homefront",2014,0.062,65,12,"Cigar City Brewing Company","Tampa"," FL",48,"high"
"American IPA",235,"Harpoon IPA (2012)",770,0.059,42,12,"Harpoon Brewery","Boston"," MA",48,"high"
"American IPA",122,"IPA #11",2380,0.057,58,16,"Cheboygan Brewing Company","Cheboygan"," MI",48,"high"
"American IPA",206,"Mound Builder IPA",2175,0.065,77,12,"People's Brewing Company","Lafayette"," IN",48,"high"
"American IPA",206,"Amazon Princess IPA",2168,0.062,62,12,"People's Brewing Company","Lafayette"," IN",48,"high"
"American IPA",142,"Happening Now",2009,0.045,NA,12,"Cigar City Brewing Company","Tampa"," FL",48,"high"
"American IPA",142,"Hopped on the High Seas (Hop #529)",1726,0.07,60,12,"Cigar City Brewing Company","Tampa"," FL",48,"high"
"American IPA",142,"Hopped on the High Seas (Calypso)",1725,0.07,60,12,"Cigar City Brewing Company","Tampa"," FL",48,"high"
"American IPA",207,"The Optimist",2171,0.062,NA,12,"Fort George Brewery","Astoria"," OR",48,"high"
"American IPA",142,"Dry-Hopped On The High Seas Caribbean-Style IPA",1694,0.07,60,12,"Cigar City Brewing Company","Tampa"," FL",48,"high"
"American IPA",142,"Hopped on the High Seas (Citra)",1693,0.07,60,12,"Cigar City Brewing Company","Tampa"," FL",48,"high"
"American IPA",73,"Grand Circus IPA",528,0.05,62,12,"Atwater Brewery","Detroit"," MI",48,"high"
"American IPA",207,"3-Way IPA (2013)",1515,0.067,NA,16,"Fort George Brewery","Astoria"," OR",48,"high"
"American IPA",12,"Mind's Eye PA",1402,0.067,74,16,"Petoskey Brewing","Petoskey"," MI",48,"high"
"American IPA",13,"Nordskye ",2634,0.048,47,12,"Blackrocks Brewery","Marquette"," MI",48,"high"
"American IPA",142,"Jai Alai IPA Aged on White Oak",1141,0.075,70,12,"Cigar City Brewing Company","Tampa"," FL",48,"high"
"American IPA",95,"Self Starter",2450,0.052,67,16,"Warped Wing Brewing Company","Dayton"," OH",48,"high"
"American IPA",338,"Nebraska India Pale Ale",1148,0.065,65,12,"Nebraska Brewing Company","Papillion"," NE",48,"high"
"American IPA",31,"Hop Shock IPA (2010)",317,0.07,85,12,"SanTan Brewing Company","Chandler"," AZ",48,"high"
"American IPA",95,"Flyin' Rye",2221,0.07,NA,16,"Warped Wing Brewing Company","Dayton"," OH",48,"high"
"American IPA",151,"Watershed IPA",2331,0.067,70,12,"Oakshire Brewing","Eugene"," OR",48,"high"
"American IPA",191,"Trailhead India Style Session Ale (2011)",482,0.048,48,12,"Two Beers Brewing Company","Seattle"," WA",48,"high"
"American IPA",32,"Heavy Lifting",2596,0.062,80,12,"Boulevard Brewing Company","Kansas City"," MO",48,"high"
"American IPA",14,"98 Problems (Cuz A Hop Ain't One)",2630,0.065,65,12,"Perrin Brewing Company","Comstock Park"," MI",48,"high"
"American IPA",241,"Wolf Among Weeds IPA",1698,0.08,70,16,"Golden Road Brewing","Los Angeles"," CA",48,"high"
"American IPA",241,"Better Weather IPA",1641,0.094,92,16,"Golden Road Brewing","Los Angeles"," CA",48,"high"
"American IPA",15,"Train Hopper",2627,0.058,72,12,"Witch's Hat Brewing Company","South Lyon"," MI",48,"high"
"American IPA",76,"Bent Hop Golden IPA",1901,0.062,68,12,"Bent Paddle Brewing Company","Duluth"," MN",48,"high"
"American IPA",521,"Hoppy Boy",641,0.062,65,16,"Twisted Pine Brewing Company","Boulder"," CO",48,"high"
"American IPA",16,"Centennial IPA",1565,0.072,65,12,"Founders Brewing Company","Grand Rapids"," MI",48,"high"
"American IPA",166,"Great Crescent IPA (2011)",436,0.062,60,16,"Great Crescent Brewery","Aurora"," IN",48,"high"
"American IPA",34,"South Bay Session IPA",2034,0.05,NA,16,"The Dudes' Brewing Company","Torrance"," CA",48,"high"
"American IPA",167,"Pinner Throwback IPA",2302,0.049,35,12,"Oskar Blues Brewery","Longmont"," CO",48,"high"
"American IPA",17,"Half Cycle IPA",1610,0.06,104,16,"Flat 12 Bierwerks","Indianapolis"," IN",48,"high"
"American IPA",77,"Two Hearted",1988,0.07,NA,16,"Bell's Brewery","Kalamazoo"," MI",48,"high"
"American IPA",310,"Dagger Falls IPA",1595,0.063,100,12,"Sockeye Brewing Company","Boise"," ID",48,"high"
"American IPA",110,"4000 Footer IPA",2417,0.065,82,12,"Woodstock Inn, Station & Brewery","North Woodstock"," NH",48,"high"
"American IPA",524,"Independence Pass Ale",596,0.07,67,12,"Aspen Brewing Company","Aspen"," CO",48,"high"
"American IPA",397,"Super G IPA",1498,0.06,NA,16,"White Flame Brewing Company","Hudsonville"," MI",48,"high"
"American IPA",18,"Alloy",951,0.058,36,16,"Tin Man Brewing Company","Evansville"," IN",48,"high"
"American IPA",36,"Liberty Ale",2592,0.059,NA,12,"Anchor Brewing Company","San Francisco"," CA",48,"high"
"American IPA",36,"IPA",2578,0.065,NA,12,"Anchor Brewing Company","San Francisco"," CA",48,"high"
"American IPA",480,"Loose Cannon",990,0.072,45,12,"Heavy Seas Beer","Halethorpe"," MD",48,"high"
"American IPA",103,"King Street IPA",1667,0.06,70,12,"King Street Brewing Company","Anchorage"," AK",48,"high"
"American IPA",213,"11th Hour IPA",271,0.06,NA,12,"Crow Peak Brewing Company","Spearfish"," SD",48,"high"
"American IPA",21,"Thai.p.a",2618,0.07,46,16,"Bare Hands Brewery","Granger"," IN",48,"high"
"American IPA",351,"Lucky Day IPA",1648,0.072,85,16,"Central Coast Brewing Company","San Luis Obispo"," CA",48,"high"
"American IPA",414,"Fire Eagle IPA",343,0.062,NA,12,"Austin Beerworks","Austin"," TX",48,"high"
"American IPA",310,"Dagger Falls IPA",879,0.063,100,12,"Sockeye Brewing Company","Boise"," ID",48,"high"
"American IPA",400,"Johnny's American IPA",644,0.04,NA,16,"Moab Brewery","Moab"," UT",48,"high"
"American IPA",249,"Pursuit",2026,0.07,40,12,"Half Full Brewery","Stamford"," CT",48,"high"
"American IPA",312,"Filthy Hoppin' IPA",1795,0.065,72,16,"Dirty Bucket Brewing Company","Woodinville"," WA",48,"high"
"American IPA",23,"The 26th",2611,0.06,NA,16,"Four Fathers Brewing ","Valparaiso"," IN",48,"high"
"American IPA",23,"The Gadget",2610,0.064,90,16,"Four Fathers Brewing ","Valparaiso"," IN",48,"high"
"American IPA",314,"Initial Point India Pale Ale",1609,0.071,92,12,"Slanted Rock Brewing Company","Meridian"," ID",48,"high"
"American IPA",39,"Chupahopra",2458,0.075,63,12,"Twisted X Brewing Company","Dripping Springs"," TX",48,"high"
"American IPA",289,"Saint Archer IPA",1867,0.068,66,12,"Saint Archer Brewery","San Diego"," CA",48,"high"
"American IPA",218,"1916 Shore Shiver",2110,0.069,65,12,"Forgotten Boardwalk","Cherry Hill"," NJ",48,"high"
"American IPA",444,"Marble India Pale Ale",845,0.062,NA,12,"Marble Brewery","Albuquerque"," NM",48,"high"
"American IPA",81,"Hopworks IPA",2199,0.066,75,16,"Hopworks Urban Brewery","Portland"," OR",48,"high"
"American IPA",174,"Bikini Beer",1286,0.027,NA,12,"Evil Twin Brewing","Brooklyn"," NY",48,"high"
"American IPA",458,"Indian Paintbrush IPA",1199,0.07,75,12,"The Black Tooth Brewing Company","Sheridan"," WY",48,"high"
"American IPA",315,"Missouri Mule India Pale Ale",479,0.07,70,16,"Piney River Brewing Company","Bucryus"," MO",48,"high"
"American IPA",42,"Lost Galaxy",2581,0.045,NA,16,"Lost Nation Brewing","East Fairfield"," VT",48,"high"
"American IPA",25,"MCA",2072,0.068,NA,16,"Burn 'Em Brewing","Michigan City"," IN",48,"high"
"American IPA",376,"Big Swell IPA",31,0.062,65,12,"Maui Brewing Company","Lahaina"," HI",48,"high"
"American IPA",153,"Juke Joint IPA",1755,0.07,60,12,"Tin Roof Brewing Company","Baton Rouge"," LA",48,"high"
"American IPA",317,"Appreciation Ale",1784,NA,NA,16,"Iron Hill Brewery & Restaurant","Wilmington"," DE",48,"high"
"American IPA",318,"Toughcats IPA",1783,0.072,NA,16,"Marshall Wharf Brewing Company","Belfast"," ME",48,"high"
"American IPA",82,"Escape to Colorado",2003,0.062,NA,12,"Epic Brewing","Denver"," CO",48,"high"
"American IPA",359,"Lift Off IPA",1623,0.072,NA,16,"Daredevil Brewing Company","Shelbyville"," IN",48,"high"
"American IPA",83,"Ranger IPA",2230,0.065,70,12,"New Belgium Brewing Company","Fort Collins"," CO",48,"high"
"American IPA",360,"Hop Drop 'N Roll IPA",1621,0.072,80,16,"NoDa Brewing Company","Charlotte"," NC",48,"high"
"American IPA",193,"Ghost Ship White IPA",1954,0.056,55,12,"Capital Brewery","Middleton"," WI",48,"high"
"American IPA",26,"Fistful Of Hops Red",2001,0.064,75,16,"Sun King Brewing Company","Indianapolis"," IN",48,"high"
"American IPA",26,"Fistful of Hops Orange",2000,0.063,75,16,"Sun King Brewing Company","Indianapolis"," IN",48,"high"
"American IPA",176,"Spiteful IPA",1819,0.062,NA,12,"Spiteful Brewing Company","Chicago"," IL",48,"high"
"American IPA",26,"Fistful of Hops Green",1996,0.064,75,16,"Sun King Brewing Company","Indianapolis"," IN",48,"high"
"American IPA",322,"Lil SIPA",1771,0.05,55,16,"Rivertown Brewing Company","Lockland"," OH",48,"high"
"American IPA",156,"Hopportunity Knocks IPA",2315,0.068,100,12,"Caldera Brewing Company","Ashland"," OR",48,"high"
"American IPA",111,"Redacted Rye IPA",1176,0.07,100,16,"Renegade Brewing Company","Denver"," CO",48,"high"
"American IPA",26,"Grapefruit Jungle (GFJ)",1420,0.075,77,16,"Sun King Brewing Company","Indianapolis"," IN",48,"high"
"American IPA",83,"Ranger IPA",564,0.065,70,16,"New Belgium Brewing Company","Fort Collins"," CO",48,"high"
"American IPA",111,"Ryeteous Rye IPA (2012)",636,0.07,100,16,"Renegade Brewing Company","Denver"," CO",48,"high"
"American IPA",83,"Ranger IPA (Current)",115,0.065,70,12,"New Belgium Brewing Company","Fort Collins"," CO",48,"high"
"American IPA",156,"Caldera IPA (2007)",792,0.061,94,12,"Caldera Brewing Company","Ashland"," OR",48,"high"
"American IPA",413,"Monkeynaut IPA",637,0.072,70,12,"Straight to Ale","Huntsville"," AL",48,"high"
"American IPA",510,"Ace IPA",762,0.074,83,16,"Wingman Brewers","Tacoma"," WA",48,"high"
"American IPA",452,"Dank IPA (2012)",964,0.065,NA,16,"Dad & Dude's Breweria","Aurora"," CO",48,"high"
"American IPA",172,"Hop Ottin' IPA (2011)",367,0.07,80,12,"Anderson Valley Brewing Company","Boonville"," CA",48,"high"
"American IPA",115,"Welcome to Scoville",2408,0.069,NA,12,"Jailbreak Brewing Company","Laurel"," MD",48,"high"
"American IPA",116,"Rule G IPA",2407,0.07,88,12,"Smartmouth Brewing Company","Norfolk"," VA",48,"high"
"American IPA",156,"Caldera IPA",36,0.061,94,12,"Caldera Brewing Company","Ashland"," OR",48,"high"
"American IPA",31,"Hop Shock IPA",1071,0.07,85,12,"SanTan Brewing Company","Chandler"," AZ",48,"high"
"American IPA",46,"Ethos IPA",1017,0.068,110,16,"Tallgrass Brewing Company","Manhattan"," KS",48,"high"
"American IPA",158,"Camelback",2312,0.061,60,12,"Phoenix Ale Brewery","Phoenix"," AZ",48,"high"
"American IPA",166,"Great Crescent IPA",1701,0.062,60,16,"Great Crescent Brewery","Aurora"," IN",48,"high"
"American IPA",328,"Heyoka IPA",1753,0.07,NA,16,"Half Acre Beer Company","Chicago"," IL",48,"high"
"American IPA",26,"Grapefruit Jungle (GFJ) (2011)",532,0.075,77,16,"Sun King Brewing Company","Indianapolis"," IN",48,"high"
"American IPA",547,"Upstate I.P.W.",381,0.065,70,12,"Upstate Brewing Company","Elmira"," NY",48,"high"
"American IPA",207,"Vortex IPA",318,0.074,97,16,"Fort George Brewery","Astoria"," OR",48,"high"
"American IPA",240,"Ananda India Pale Ale",1470,0.062,61,12,"Wiseacre Brewing Company","Memphis"," TN",48,"high"
"American IPA",160,"Trader Session IPA",1925,0.04,42,12,"Uinta Brewing Company","Salt Lake City"," UT",48,"high"
"American IPA",230,"Cornerstone IPA",158,0.07,NA,16,"Rochester Mills Brewing Company","Rochester"," MI",48,"high"
"American IPA",241,"2020 IPA",1777,0.074,74,16,"Golden Road Brewing","Los Angeles"," CA",48,"high"
"American IPA",329,"Just IPA",1749,0.046,45,12,"The Just Beer Project","Burlington"," VT",48,"high"
"American IPA",88,"India Pale Ale",2460,0.063,65,16,"Kirkwood Station Brewing Company","Kirkwood"," MO",48,"high"
"American IPA",386,"Monkey Fist IPA",1539,0.069,65,12,"Shipyard Brewing Company","Portland"," ME",48,"high"
"American IPA",231,"Fisherman's IPA",2066,0.055,64,12,"Cape Ann Brewing Company","Gloucester"," MA",48,"high"
"American IPA",266,"Almanac IPA",1938,0.062,72,12,"Tractor Brewing Company","Albuquerque"," NM",48,"high"
"American IPA",28,"Galaxyfest",2603,0.065,NA,16,"450 North Brewing Company","Columbus"," IN",48,"high"
"American IPA",47,"Bengali",2090,0.065,62,24,"Sixpoint Craft Ales","Brooklyn"," NY",48,"high"
"American IPA",332,"Firewater India Pale Ale",1743,0.052,NA,12,"Catawba Brewing Company","Morganton"," NC",48,"high"
"American IPA",28,"Scarecrow",2219,0.069,65,16,"450 North Brewing Company","Columbus"," IN",48,"high"
"American IPA",161,"Hop Knot IPA",358,0.067,47,12,"Four Peaks Brewing Company","Tempe"," AZ",48,"high"
"American IPA",47,"Autumnation (2013)",1591,0.067,74,16,"Sixpoint Craft Ales","Brooklyn"," NY",48,"high"
"American IPA",35,"Even Keel",2105,0.038,40,12,"Ballast Point Brewing Company","San Diego"," CA",48,"high"
"American IPA",346,"Madra Allta",1675,0.064,95,12,"Lavery Brewing Company","Erie"," PA",48,"high"
"American IPA",35,"Big Eye India Pale Ale",1400,0.07,75,12,"Ballast Point Brewing Company","San Diego"," CA",48,"high"
"American IPA",47,"Bengali Tiger",1385,0.064,62,16,"Sixpoint Craft Ales","Brooklyn"," NY",48,"high"
"American IPA",30,"Dankosaurus",2052,0.068,70,16,"Cedar Creek Brewery","Seven Points"," TX",48,"high"
"American IPA",92,"Psychopathy",1126,0.069,70,12,"Madtree Brewing Company","Cincinnati"," OH",48,"high"
"American IPA",508,"Desert Magic IPA",625,0.072,NA,12,"Mudshark Brewing Company","Lake Havasu City"," AZ",48,"high"
"American IPA",258,"Texas Pale Ale (TPA)",1971,0.055,40,16,"South Austin Brewery","South Austin"," TX",48,"high"
"American IPA",336,"Wood Chipper India Pale Ale",1434,0.067,70,12,"Fargo Brewing Company","Fargo"," ND",48,"high"
"American IPA",93,"Hop Ryot",2363,0.065,NA,12,"Jackie O's Pub & Brewery","Athens"," OH",48,"high"
"American IPA",93,"Mystic Mama IPA",689,0.07,NA,12,"Jackie O's Pub & Brewery","Athens"," OH",48,"high"
"American IPA",528,"I-10 IPA",558,0.068,55,12,"Intuition Ale Works","Jacksonville"," FL",48,"high"
"American IPA",429,"Schlafly IPA",1078,0.045,30,12,"Schlafly Brewing Company","Saint Louis"," MO",48,"high"
"American IPA",104,"Back Bay IPA",2420,0.068,85,12,"Beer Works Brewery","Lowell"," MA",48,"high"
"American IPA",236,"Misty Mountain IPA",1132,0.07,NA,12,"Back East Brewing Company","Bloomfield"," CT",48,"high"
"American IPA",165,"Kiss Off IPA",1782,0.063,NA,12,"Round Guys Brewing","Lansdale"," PA",48,"high"
"American IPA",337,"Big Sky IPA (2012)",579,0.062,65,12,"Big Sky Brewing Company","Missoula"," MT",48,"high"
"American IPA",38,"Avery India Pale Ale",107,0.063,69,12,"Avery Brewing Company","Boulder"," CO",48,"high"
"American IPA",274,"40 Mile IPA",1912,0.06,50,12,"Three Notch'd Brewing Company","Charlottesville"," VA",48,"high"
"American IPA",94,"Truth",1852,0.072,75,12,"Rhinegeist Brewery","Cincinnati"," OH",48,"high"
"American IPA",443,"5 Day IPA",1258,0.061,66,12,"O'Fallon Brewery","O'Fallon"," MO",48,"high"
"American IPA",369,"Brew Free! or Die IPA (2008)",797,0.07,70,12,"21st Amendment Brewery","San Francisco"," CA",48,"high"
"American IPA",369,"Brew Free! or Die IPA (2009)",796,0.07,70,12,"21st Amendment Brewery","San Francisco"," CA",48,"high"
"American IPA",299,"Irregardless IPA",1686,0.065,75,12,"Liquid Hero Brewery","York"," PA",48,"high"
"American IPA",41,"Galaxy IPA",2585,0.075,60,16,"Big Muddy Brewing","Murphysboro"," IL",48,"high"
"American IPA",191,"Evolutionary IPA (2011)",505,0.062,70,12,"Two Beers Brewing Company","Seattle"," WA",48,"high"
"American IPA",219,"Laughing Dog IPA",1396,0.064,66,12,"Laughing Dog Brewing Company","Ponderay"," ID",48,"high"
"American IPA",42,"Mosaic Single Hop IPA",2582,0.055,NA,16,"Lost Nation Brewing","East Fairfield"," VT",48,"high"
"American IPA",406,"Moirai India Pale Ale",1451,0.07,70,16,"Fate Brewing Company","Boulder"," CO",48,"high"
"American IPA",369,"Brew Free! or Die IPA",10,0.07,65,12,"21st Amendment Brewery","San Francisco"," CA",48,"high"
"American IPA",340,"Be Hoppy IPA",1697,0.065,69,16,"Wormtown Brewery","Worcester"," MA",48,"high"
"American IPA",241,"Point the Way IPA",1490,0.059,60,16,"Golden Road Brewing","Los Angeles"," CA",48,"high"
"American IPA",98,"Perpetual IPA",1509,0.075,85,12,"Tröegs Brewing Company","Hershey"," PA",48,"high"
"American IPA",33,"JP's Ould Sod Irish Red IPA",1254,0.06,NA,12,"James Page Brewing Company","Stevens Point"," WI",48,"high"
"American IPA",99,"Mission IPA",2441,0.068,66,32,"Mission Brewery","San Diego"," CA",48,"high"
"American IPA",309,"Last Stop IPA",1801,0.072,60,12,"Brew Bus Brewing","Tampa"," FL",48,"high"
"American IPA",394,"Miami Vice IPA",1506,0.071,62,12,"Miami Brewing Company","Miami"," FL",48,"high"
"American IPA",370,"Crank Yanker IPA (2011)",395,0.078,74,16,"Eddyline Brewery & Restaurant","Buena Vista"," CO",48,"high"
"American IPA",241,"Wolf Among Weeds IPA (2012)",749,0.08,70,16,"Golden Road Brewing","Los Angeles"," CA",48,"high"
"American IPA",35,"Grapefruit Sculpin",2593,0.07,NA,12,"Ballast Point Brewing Company","San Diego"," CA",48,"high"
"American IPA",193,"Mutiny IPA",1177,0.062,70,12,"Capital Brewery","Middleton"," WI",48,"high"
"American IPA",223,"Boat Beer",1439,0.042,35,12,"Carton Brewing Company","Atlantic Highlands"," NJ",48,"high"
"American IPA",450,"TailGate IPA",663,0.05,44,24,"TailGate Beer","San Diego"," CA",48,"high"
"American IPA",102,"Newport Storm IPA",2437,0.065,75,12,"Coastal Extreme Brewing Company","Newport"," RI",48,"high"
"American IPA",35,"Sculpin IPA",1018,0.07,70,12,"Ballast Point Brewing Company","San Diego"," CA",48,"high"
